Member.ID,Name,,,,,,,,,,,,,,,,,,,,
MEM0009,Bender_Ryszard,,,,,,,,,,,,,,,,,,,,
MEM0031,Czartoryski_Pawel,,,,,,,,,,,,,,,,,,,,
MEM0046,Falandysz_Lech,,,,,,,,,,,,,,,,,,,,
MEM0049,Findeisen_Wladyslaw,,,,,,,,,,,,,,,,,,,,
MEM0083,Juchnowicz_Stanislaw,,,,,,,,,,,,,,,,,,,,
MEM0101,Kozlowski_Krzysztof,,,,,,,,,,,,,,,,,,,,
MEM0104,Krol_Marcin,,,,,,,,,,,,,,,,,,,,
MEM0134,Moskwa_Jacek,,,,,,,,,,,,,,,,,,,,
MEM0135,Mujzel_Jan,,,,,,,,,,,,,,,,,,,,
MEM0141,Onyszkiewicz_Janusz,,,,,,,,,,,,,,,,,,,,
MEM0175,Sokolowska_Magdalena,,,,,,,,,,,,,,,,,,,,
MEM0179,Stanowski_Adam,,,,,,,,,,,,,,,,,,,,
MEM0183,Stawikowski_Antoni,,,,,,,,,,,,,,,,,,,,
MEM0187,Stomma_Stanislaw,,,,,,,,,,,,,,,,,,,,
MEM0205,Trzeciakowski_Witold,,,,,,,,,,,,,,,,,,,,
MEM0215,Wierzbicki_Zbigniew,,,,,,,,,,,,,,,,,,,,
MEM0220,Wozniakowski_Jacek,,,,,,,,,,,,,,,,,,,,
MEM0397,Fisiak_Jacek,,,,,,,,,,,,,,,,,,,,
MEM0358,Hrynkiewicz_Andrzej,,,,,,,,,,,,,,,,,,,,
MEM0302,Kolodko_Grzegorz,,,,,,,,,,,,,,,,,,,,
MEM0242,Kozakiewicz_Mikolaj,,,,,,,,,,,,,,,,,,,,
MEM0533,Langer_Tomasz,,,,,,,,,,,,,,,,,,,,
MEM0554,Lozinski_Wlodzimierz,,,,,,,,,,,,,,,,,,,,
MEM0279,Matey-Tyrowicz_Maria,,,,,,,,,,,,,,,,,,,,
MEM0309,Okuniewski_Jozef,,,,,,,,,,,,,,,,,,,,
MEM312,Rajkiewicz_Antoni,,,,,,,,,,,,,,,,,,,,
MEM0482,Reykowski_Janusz,,,,,,,,,,,,,,,,,,,,
MEM0525,Secomski_Kazimierz,,,,,,,,,,,,,,,,,,,,
MEM0526,Sokolewicz_Wojciech,,,,,,,,,,,,,,,,,,,,
MEM0528,Szreniawski_Jan,,,,,,,,,,,,,,,,,,,,
MEM0483,Szyndzielorz_Karol,,,,,,,,,,,,,,,,,,,,
MEM0485,Wiatr_Jerzy,,,,,,,,,,,,,,,,,,,,
MEM0465,Wojcik_Zdzislaw,,,,,,,,,,,,,,,,,,,,
MEM0468,Wojtczak_Andrzej,,,,,,,,,,,,,,,,,,,,
MEM0538,Zawadzka_Barbara,,,,,,,,,,,,,,,,,,,,
MEM0192,Szczepanski_Jan Jozef,,,,,,,,,,,,,,,,,,,,
MEM0231,Ziolkowski_Janusz,,,,,,,,,,,,,,,,,,,,
MEM0479,Kubiak_Heironim,,,,,,,,,,,,,,,,,,,,
MEM0317,Swiecicki_Marcin,,,,,,,,,,,,,,,,,,,,
MEM0416,Wojciechowski_Marian,,,,,,,,,,,,,,,,,,,,
MEM0025,Celinski_Andrzej,,,,,,,,,,,,,,,,,,,,
MEM0206,Turowicz_Jerzy,,,,,,,,,,,,,,,,,,,,
MEM0241,Kostrzewski_Jan,,,,,,,,,,,,,,,,,,,,
MEM0549,Kaluzynski_Zygmunt,,,,,,,,,,,,,,,,,,,,
MEM0110,Kunicki-Goldfinger_Wladyslaw,,,,,,,,,,,,,,,,,,,,
MEM0408,Niemiec_Jerzy,,,,,,,,,,,,,,,,,,,,
MEM0506,Toeplitz_Krzysztof-Teodor,,,,,,,,,,,,,,,,,,,,
MEM0075,Jankowska_Janina,,,,,,,,,,,,,,,,,,,,
MEM0019,Bratkowski_Stefan,,,,,,,,,,,,,,,,,,,,
MEM0073,Ilowiecki_Maciej,,,,,,,,,,,,,,,,,,,,
MEM0004,Amsterdamski_Stefan,,,,,,,,,,,,,,,,,,,,
MEM0487,Zawadzki_Sylwester,,,,,,,,,,,,,,,,,,,,
MEM0035,Diem_Tadeusz,,,,,,,,,,,,,,,,,,,,
MEM0053,Geremek_Bronislaw,,,,,,,,,,,,,,,,,,,,
MEM0066,Grzelak_Janusz,,,,,,,,,,,,,,,,,,,,
MEM0111,Kuprzyszewski_Gotfryd,,,,,,,,,,,,,,,,,,,,
MEM0191,Szczeklik_Andrzej,,,,,,,,,,,,,,,,,,,,
MEM0258,Dembowski_Bronislaw,,,,,,,,,,,,,,,,,,,,
MEM0305,Lewandowski_Wincenty,,,,,,,,,,,,,,,,,,,,
MEM0449,Sliwinski_Stanislaw,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
